id	TCGA-BD-A3EP-11A	TCGA-G3-A3CH-11A	TCGA-BC-A10X-11A	TCGA-DD-A1EH-11A	TCGA-DD-A11A-11A	TCGA-DD-A3A6-11A	TCGA-DD-A1EB-11A	TCGA-BC-A110-11A	TCGA-BC-A216-11A	TCGA-FV-A3R2-11A	TCGA-DD-A3A4-11A	TCGA-BC-A10Y-11A	TCGA-BC-A10W-11A	TCGA-DD-A119-11A	TCGA-DD-A1EC-11A	TCGA-DD-A1EJ-11A	TCGA-BC-A10R-11A	TCGA-FV-A3I1-11A	TCGA-BC-A10Q-11A	TCGA-FV-A23B-11A	TCGA-BC-A10Z-11A	TCGA-DD-A1EG-11A	TCGA-DD-A11D-11A	TCGA-BC-A10T-11A	TCGA-ES-A2HT-11A	TCGA-EP-A3RK-11A	TCGA-FV-A2QR-11A	TCGA-DD-A11C-11A	TCGA-DD-A39W-11A	TCGA-DD-A3A1-11A	TCGA-DD-A113-11A	TCGA-DD-A39X-11A	TCGA-DD-A3A5-11A	TCGA-DD-A3A2-11A	TCGA-EP-A12J-11A	TCGA-BC-A10U-11A	TCGA-DD-A118-11A	TCGA-DD-A1EL-11A	TCGA-DD-A3A3-11A	TCGA-DD-A116-11A	TCGA-DD-A1EI-11A	TCGA-BD-A2L6-11A	TCGA-FV-A3I0-11A	TCGA-DD-A1EE-11A	TCGA-DD-A3A8-11A	TCGA-DD-A11B-11A	TCGA-DD-A114-11A	TCGA-DD-A39Z-11A	TCGA-EP-A26S-11A	TCGA-DD-A39V-11A
ACTL6A	3.397146	3.276265	3.400714	3.203979	3.352741	2.582894	3.399374	3.310561	3.34517	3.318079	4.302694	3.561172	3.24192	3.181657	3.469373	3.631652	3.106998	3.294899	3.20039	3.577532	3.851536	3.112844	3.224862	3.236537	3.698926	2.923299	3.881124	3.13818	3.387055	2.582223	3.142858	3.436505	3.035228	3.276914	3.21232	3.124748	3.24418	3.311017	3.565941	3.087273	3.298704	3.584424	2.839977	3.065537	3.069906	2.97464	3.599905	3.179383	3.226978	3.073033
GIPC1	4.034065	4.294658	3.850015	4.101966	4.12063	4.215914	4.31795	3.821385	4.041036	4.651168	4.923715	4.031315	4.268349	4.216885	3.861642	4.350673	3.842086	3.756803	3.830733	4.360243	4.441568	4.044011	4.286887	3.701914	4.996454	3.889257	5.009353	4.026879	4.104127	4.846711	4.268963	3.933545	4.197384	3.80664	4.518044	4.043789	3.955031	4.391356	4.151128	4.064485	4.235228	4.368475	3.989535	4.271637	4.515297	4.40193	4.478112	4.181425	4.147563	4.287688
HKDC1	2.200424	1.780625	1.627133	1.415172	2.569228	1.538518	3.574366	2.731317	2.216489	2.071053	1.819722	1.627267	2.199032	2.117571	1.552665	1.65572	1.562742	2.151627	1.409181	2.619175	2.578531	1.907299	2.950671	1.589992	4.121484	1.53665	2.83013	1.540195	1.406528	1.829305	1.63103	3.106013	2.489908	1.511869	3.542832	1.886327	1.76929	3.568943	1.430673	2.671791	2.073695	2.55722	2.101241	2.742059	1.659591	2.978485	3.603349	2.655131	1.660107	1.748375
MIER2	2.551877	2.326404	2.370674	2.423252	2.569041	2.354556	2.37407	2.590974	2.380925	2.626325	2.952933	2.499378	2.576874	2.453112	2.316339	2.42082	2.413759	2.371062	2.338646	2.668384	2.662979	2.543503	2.705527	2.393974	2.860449	2.335052	2.920495	2.606992	2.280276	2.54878	2.46723	2.233338	2.161786	2.224344	2.682448	2.478656	2.125836	2.332582	2.677976	2.289269	2.415952	2.750695	2.375894	2.465431	2.585432	2.510262	2.820498	2.462593	2.129177	2.370695
CENPQ	1.974805	1.933446	1.875576	2.238456	2.081322	1.811111	1.963758	1.539899	2.25437	1.865654	2.262899	2.06989	2.036908	2.077887	2.210904	1.95948	1.44373	1.739731	1.672733	2.115918	1.728513	1.975777	1.810473	1.614715	2.345703	2.09899	2.170281	1.860032	1.799746	1.902809	1.615142	2.063194	1.954363	2.215274	2.098469	1.817553	2.011539	2.442307	1.962642	2.052564	1.941202	2.018048	1.648616	1.661618	1.575477	1.835788	2.538794	1.964129	2.249086	1.745983
RNF187	5.525924	5.467645	5.367166	5.537817	5.235545	5.783849	5.345762	5.412914	5.100598	5.853016	7.099405	5.362827	5.703491	5.31622	5.165767	5.666277	5.48291	5.109836	5.596177	5.388746	5.786179	5.192218	5.903017	5.355072	5.544502	5.405247	5.631959	5.483275	5.485027	5.808166	5.417311	5.145235	5.543721	5.297468	5.699011	5.356776	5.310964	5.239261	5.439308	4.944727	5.416827	5.549508	5.434714	5.212918	5.964581	5.425197	5.603998	5.283399	5.348854	5.546037
DENR	4.953124	5.012393	5.198182	4.851361	5.134124	4.396199	5.141455	4.784844	4.933578	4.946121	5.444091	5.00936	5.017451	4.997659	5.266617	5.210456	4.820447	4.75374	4.958272	5.270245	5.564784	4.721719	5.268132	4.996444	5.441176	4.622737	5.352697	4.98814	4.855261	4.90747	5.038695	4.785235	4.76433	4.650109	5.226699	4.993052	5.173904	5.417715	4.80431	4.866723	5.153813	5.433317	4.434867	4.925658	4.327815	4.829356	5.382391	4.755005	4.649431	5.015249
HMGA1	4.169369	3.606833	2.97759	3.394616	3.695753	2.794814	2.973928	3.651156	3.573334	3.765997	4.060365	3.362772	4.153575	3.044133	2.9965	3.263358	3.733833	2.909451	3.207422	3.517659	4.25317	4.075293	4.149772	3.697328	4.531545	3.227234	4.613281	3.065727	2.924787	3.815584	3.221605	3.022883	2.984738	2.744065	3.887886	4.229345	3.21854	3.596776	3.602356	3.437335	3.437523	4.077522	3.950661	3.397099	3.650898	3.35963	3.971497	2.714343	3.040731	3.122407
PDIA4	7.002812	6.90487	6.755595	6.879144	8.077356	6.797347	7.168619	6.831594	7.196629	6.619987	6.714496	6.304836	6.760664	7.210258	7.349005	6.993473	6.920928	6.54295	7.220854	6.991847	6.728175	6.585611	7.520396	6.913513	7.416095	7.091816	7.27323	7.509117	6.953585	7.006222	7.548169	7.103167	6.921896	6.250028	7.443769	7.200787	6.564413	7.11193	6.586798	6.460715	7.358266	6.817298	6.682717	7.489641	7.025593	6.965689	7.734345	7.01691	6.552028	7.824794
CD63	8.627238	8.58357	8.144344	8.518093	8.783054	8.731048	8.424076	8.486134	8.315347	8.959709	9.077573	8.791439	9.064156	8.23383	8.254918	8.650544	8.583208	8.273134	8.457933	9.069864	8.929001	8.695355	8.426417	8.569336	8.955978	8.303058	9.544311	8.413506	8.231845	9.391824	8.414675	8.640152	8.221364	8.491246	8.259414	8.701507	8.621388	8.65289	9.272908	8.444358	8.38067	9.294371	8.274402	8.473649	8.527129	8.497129	8.606237	8.630233	8.729962	8.471021
BCAM	3.654465	4.071663	4.309928	3.581666	4.696741	4.146849	3.851643	3.941907	4.651088	4.113722	4.647936	3.842776	4.014883	5.083539	5.178682	3.801206	4.00413	3.702107	4.36028	3.866273	4.149208	3.705833	3.6818	3.960907	4.210741	3.54331	4.505518	3.962608	4.070567	4.754145	4.156546	3.633835	4.298841	3.794736	3.830742	3.82454	3.665019	3.697369	4.546244	3.892505	4.211186	3.840738	4.370228	4.625407	4.435324	4.322923	3.741891	4.33137	3.555834	4.25468
ODC1	6.773775	4.910897	5.331509	5.573258	7.147525	4.899747	5.399649	8.025428	6.027438	5.973079	6.659855	5.934699	6.853634	5.611968	5.733622	6.033289	6.30502	4.813789	6.44362	5.511909	6.929882	6.114289	4.794964	6.507043	6.337412	5.011006	6.985032	5.210398	5.069242	5.349182	5.62059	5.477775	6.268257	4.882428	5.03359	7.295025	5.927901	5.974214	7.16622	5.115721	5.087584	6.051551	6.964705	5.492698	5.422186	5.317715	5.699928	5.010799	5.162055	5.823864
MAPKAPK2	4.686117	3.813845	3.570661	3.728698	4.407232	3.725254	3.645715	4.843188	3.748249	4.355925	4.470938	4.252381	4.280354	3.849531	3.996027	3.957922	4.728095	3.879876	4.137816	4.148189	4.483556	4.151158	3.995036	4.10722	4.372214	3.554195	4.790008	3.881835	3.582315	4.082905	4.252931	3.802966	4.273574	3.935523	4.252642	4.504926	4.36649	3.875691	4.42507	3.674257	3.714894	4.536488	4.48559	4.17482	3.904244	4.03834	4.216902	3.711638	3.813693	3.83511
SQLE	6.064344	2.470404	3.248688	3.24717	2.687004	2.071548	3.042709	3.329564	3.282072	3.223777	2.397651	4.030791	4.401039	1.775098	2.600159	4.495938	4.046	3.970833	4.261746	3.6437	3.725996	4.528214	4.700585	4.959055	2.838943	5.946883	2.916361	3.386964	2.680839	1.969037	5.017928	2.347248	2.389236	2.31898	2.774051	2.952353	3.429387	2.77485	1.901966	2.580763	3.777021	3.164216	2.478638	2.327518	2.682876	2.474401	3.371464	1.603227	2.807337	3.071321
SULT2A1	8.665322	10.081404	9.387919	10.00553	9.352074	9.304664	9.598643	9.049102	9.554715	9.17712	9.34006	9.616359	10.513457	9.997386	9.484058	9.038553	9.173828	8.678307	9.710222	9.90189	8.197155	9.425009	8.334689	8.386583	9.973633	9.435121	8.54927	9.633241	9.495144	9.924266	9.443752	9.2699	9.992921	8.818795	9.919181	9.999471	9.421593	10.186628	9.084865	9.543632	9.625996	9.217004	9.505292	10.055646	9.60777	9.334943	9.822215	9.5577	9.316491	9.59878
ZNF706	5.197993	5.251028	5.344246	5.253463	4.740913	5.142463	5.2852	5.219141	5.215784	5.324216	5.658809	5.165015	5.429411	4.893747	5.075662	5.276629	5.021706	4.938329	5.106178	5.345941	5.627171	5.398656	5.309342	5.085021	5.50805	4.947731	5.34275	5.031594	5.333336	4.96293	5.200539	4.81322	5.283892	5.01943	5.085877	5.257048	5.407856	5.203458	5.165002	5.114026	4.937532	5.343938	5.212292	4.837757	5.250435	5.07067	5.031405	4.991338	4.886485	5.053554
C6orf106	5.223902	4.87894	4.458933	4.692549	4.395781	4.622791	4.841871	4.29454	4.41724	5.018636	5.23594	5.089273	4.573817	4.725791	5.029027	4.595424	4.882625	5.218698	4.551845	4.885296	4.512894	4.4431	4.719494	4.50995	4.985959	4.834204	4.490504	4.892852	5.052692	4.976572	4.788905	4.947107	5.007721	5.10572	5.038031	4.324467	4.797071	4.942511	4.631734	4.833204	4.905598	4.635417	4.577936	4.987864	5.227878	5.129677	4.998574	4.373167	5.085715	4.62943
AP4M1	2.16929	2.139146	2.122388	2.115442	2.154897	1.929208	2.220366	2.109872	2.014194	2.408832	2.508787	2.225028	2.257308	2.14443	2.197992	2.238498	2.002936	2.11237	2.026283	2.334965	2.414543	2.12145	2.173483	2.064547	2.416591	2.109562	2.474792	2.056444	2.085762	2.375407	2.189918	2.109682	2.137868	2.149244	2.150631	2.102697	2.159325	2.252282	2.17237	2.105706	2.103677	2.366883	2.093858	2.177957	2.046619	2.106942	2.422112	2.118782	2.022078	2.07783
EFHD1	5.16882	5.615465	3.874028	6.798188	4.7087	5.273725	6.033927	5.180762	3.837295	6.311717	7.284095	6.546152	3.790294	3.346051	5.55179	3.711913	4.914559	4.692257	6.107656	4.815132	4.583539	5.393367	2.621105	5.978173	3.089402	4.031995	6.308797	6.152308	6.112326	4.343626	5.45196	6.813941	6.361828	6.361009	3.482129	5.404187	5.401295	5.690026	5.157828	3.387185	5.251332	5.576011	5.947406	5.357507	4.687267	3.633473	2.663862	5.325858	5.880901	4.878687
PIN1	4.318863	4.241969	3.88834	4.039682	4.040659	4.251205	4.182814	4.181257	3.99346	4.72037	4.967806	4.25592	4.533405	4.19931	4.108673	4.175407	4.028499	4.175742	4.148602	4.335617	4.393795	4.24164	4.320078	3.924345	4.634686	4.249531	4.634773	4.13889	4.247123	4.977914	4.215049	4.153363	4.388427	4.136944	4.628127	4.112288	4.30985	4.449815	4.663473	4.27373	4.405412	4.28177	4.174705	4.277888	4.691993	4.484857	4.416996	4.039941	4.319171	4.470566
POLR2H	4.62816	4.501352	4.531157	4.862588	4.631845	4.596016	4.559785	5.121537	4.60218	5.201074	5.525839	4.653734	5.02846	4.324356	4.521858	4.753394	4.569449	4.544308	4.665456	4.935685	5.551695	4.927228	4.82919	4.803056	5.12332	4.631083	4.996566	4.668378	4.455218	5.32065	4.753319	4.805647	4.870078	4.82131	4.529642	4.842589	4.947626	4.847291	4.915362	4.804087	4.610617	5.057681	4.629349	4.612541	4.431372	4.487837	4.752875	4.770057	4.521079	4.70198
THOC2	3.589682	3.540059	4.080199	3.415307	3.733536	2.819668	3.852309	3.527755	3.457925	3.482194	4.041648	4.105311	3.880733	3.523129	3.87958	4.056447	3.502464	3.81163	3.750454	4.105374	3.88698	3.539565	3.6501	3.504554	4.144922	3.397441	4.062814	3.711809	3.506886	3.274748	3.454824	3.530564	3.399934	3.494443	3.764584	3.731664	3.448322	3.941997	3.460162	3.627156	3.618623	4.037136	3.301365	3.753893	2.7578	3.519872	4.020777	3.59305	3.304603	3.54944
MS4A6A	5.249335	6.138373	5.513335	5.212538	6.505183	2.63421	5.897323	5.947264	5.862035	6.127815	7.124796	5.929268	5.535434	6.391395	6.370085	5.521151	6.460328	5.469938	5.07606	5.983543	4.511174	5.521599	6.083786	4.99717	5.435693	4.730025	6.241973	5.747932	5.403248	6.224902	4.4722	5.497851	3.72592	5.693167	5.418962	4.893788	6.511397	5.981197	6.953206	5.253556	5.18115	7.305006	4.053434	6.012636	4.620591	4.463151	5.941768	3.742947	5.131408	5.049528
HPR	10.262327	8.159255	8.772695	8.271726	8.392101	8.803767	8.854601	9.531044	8.00085	8.639057	8.834243	9.309762	8.271716	8.257331	8.775565	9.25988	7.917821	8.875654	8.861037	8.696395	8.285265	8.636298	6.44616	8.213519	9.707864	8.003491	8.323263	8.723338	9.011073	9.413195	8.462604	9.118889	8.947177	8.501084	8.651462	7.764571	8.38632	7.889455	9.112233	7.417049	8.945886	8.556805	7.988084	8.061268	7.951248	8.221994	7.610741	8.822719	8.209058	8.284795
RNASEH2A	2.474692	2.500797	2.438804	2.28831	2.025134	2.605858	2.409724	2.259493	2.506987	2.702707	2.777308	2.518116	2.4152	1.988437	2.213376	2.502767	2.399929	2.394872	2.406933	2.744381	2.434974	2.764245	2.394167	2.355162	3.013581	2.795174	2.776186	2.535434	2.625033	2.6679	2.203615	2.621026	2.339175	2.435637	2.714712	2.138694	2.431167	2.763575	2.584729	2.728382	3.060015	2.547874	2.168822	2.416686	2.775475	2.571263	3.145706	2.447081	2.413687	2.404346
DPAGT1	3.760676	3.754577	3.599376	3.845472	4.319733	3.642299	3.859349	3.490258	3.842728	3.936693	4.294605	3.625573	3.893656	4.166657	3.727127	3.872052	3.682916	3.731638	3.80314	4.129454	3.762989	3.328743	4.5049	3.524766	4.607266	3.874339	4.210109	4.141793	3.820838	3.898305	4.054172	3.804012	3.57311	3.629395	4.4197	3.804528	3.587104	3.984056	3.776594	4.010538	4.092976	4.007697	3.603567	4.064027	4.229683	4.01285	4.448639	3.676698	3.639013	3.980249
PBK	1.606727	1.709034	1.637432	1.757307	1.584289	1.498437	1.616869	1.482971	2.213799	1.546996	1.566812	1.531236	1.655929	1.575388	1.603764	1.582318	1.53376	1.508869	1.760452	1.645224	1.495057	1.705905	1.667872	1.554997	2.275654	1.912873	1.630685	1.832482	1.493186	1.701997	1.61904	1.549491	1.509526	1.534413	1.900483	1.639116	2.185074	1.95062	1.561791	1.963872	2.106289	1.660126	1.495269	1.572684	1.550797	1.74392	2.306381	2.04151	1.492629	1.583307
USP22	4.395482	3.654318	2.79077	3.381802	3.575492	3.122043	3.540488	2.992882	3.370972	3.993754	4.074997	3.987646	3.21628	3.313566	4.1632	3.318186	3.850636	3.885354	3.096616	3.878401	3.336793	3.248226	3.101894	3.412292	3.663825	3.4942	3.815583	3.470212	3.523141	3.371407	3.411105	3.671752	3.593184	3.329381	3.678037	3.401401	3.73047	3.757366	3.469889	3.705023	3.453024	3.970841	3.142312	3.998289	3.565059	4.207614	3.653298	3.34354	4.064287	3.271383
DUS1L	5.122202	5.554651	4.86211	5.162585	4.757662	5.308699	5.289745	5.345701	5.069381	5.589148	5.90769	5.110817	5.387558	5.025577	4.93883	5.023973	5.183897	5.215762	5.205508	5.169451	5.143921	5.360147	5.312942	4.691201	5.55033	5.004322	5.103546	5.249536	5.448446	5.722056	5.215927	5.259497	5.331329	5.266109	5.470666	4.901553	5.194858	5.588614	5.208025	5.429166	5.319309	5.10137	5.207625	5.32268	5.621746	5.404443	5.289871	5.190579	5.194005	5.324467
CSNK1E	3.352897	2.859587	3.014875	2.860097	3.10521	2.675186	3.107004	3.457589	2.9385	3.343317	3.645088	3.271577	3.425459	2.781043	3.089183	3.237628	3.255586	3.027145	3.214873	3.443205	3.985523	3.167525	3.231134	2.986643	3.452031	2.820867	4.007944	2.923263	2.624797	2.898354	3.2194	2.927592	2.802056	2.802069	3.202699	3.553064	2.606045	3.269784	3.288895	2.889738	2.938961	3.671612	3.231979	2.937326	2.918158	2.978573	3.393653	2.922678	2.602564	2.995156
SIPA1L3	2.803091	2.695689	2.514793	2.58955	2.626878	2.432914	2.697316	2.416296	2.65861	2.709909	2.647658	2.799021	2.553394	2.708422	2.866998	2.693562	2.599844	2.687367	2.526007	3.010519	2.569154	2.603083	2.813263	2.403571	3.150376	2.585624	3.108329	2.764873	2.649892	2.433097	2.620795	2.594749	2.556199	2.566906	3.218545	2.587436	2.622786	2.920903	2.469406	2.699656	2.813921	2.828291	2.442962	2.94048	2.627366	3.048446	3.183714	2.529545	2.562615	2.548185
EHD3	3.989249	4.609376	4.423882	3.615734	4.309166	2.427637	5.052636	3.654347	3.506339	3.51799	5.230178	4.67681	4.021813	4.558579	4.423723	4.051522	4.026927	5.042765	4.519564	4.231984	2.834822	4.342543	4.855247	3.137835	3.727122	3.362691	3.409026	4.462475	4.355607	3.538313	3.595335	4.298207	2.785509	3.558404	4.461807	2.929506	4.441408	5.248379	3.585137	4.166543	4.829529	3.718154	2.8075	4.700442	4.317139	3.995144	4.995415	2.730541	4.10102	4.379585
DNAJC9	2.778874	3.007122	2.977345	3.031733	2.73202	2.361395	2.932605	2.83992	2.828286	2.981103	3.439558	3.037833	2.850662	2.891952	3.064951	3.081937	2.926256	2.967857	2.93501	3.198567	3.105829	2.910322	3.049651	2.894034	3.47404	2.996428	3.357267	3.117496	2.837843	2.558535	2.750229	2.836414	2.746969	2.83453	3.336888	2.863976	2.954335	3.269017	2.928846	2.990316	3.169925	3.259748	2.908344	3.165745	2.811155	2.980065	3.360989	2.895768	2.872402	2.751118
FBXO46	3.776803	3.235464	3.324523	3.630047	3.582456	3.31506	3.631578	3.331339	3.331714	4.024253	4.390104	3.927435	3.44159	3.503754	3.751704	4.06847	3.05131	3.507464	3.122871	3.826698	3.371609	3.528377	3.860882	3.11389	3.691159	3.658573	3.905231	3.308463	3.488137	3.423799	3.498814	3.544937	3.63404	3.64134	3.605485	3.486954	3.249825	3.651443	3.681439	3.353487	3.453716	3.814169	3.473004	3.656483	3.568902	3.298997	3.610414	3.3419	3.413004	3.452105
CLN3	3.209961	3.233366	3.098382	2.904155	2.858936	3.388734	3.520852	2.76631	3.14842	3.551049	3.793613	3.377593	3.256547	3.186644	3.238744	3.230274	3.371611	3.158439	3.186918	3.50164	3.347904	3.185202	3.788013	2.725427	3.786979	3.228615	3.607533	3.337448	3.513352	4.191135	3.216869	3.472853	3.289991	3.4908	3.729846	2.86624	3.061427	3.131267	3.477736	3.462014	3.28032	3.413614	3.161977	3.238832	3.520926	3.110814	3.921649	3.160433	3.378335	3.174789
RELB	3.852807	2.635985	2.804528	2.492323	3.903565	2.355866	2.673325	3.90179	2.747339	3.291683	3.265527	3.283148	3.847693	3.189715	2.69702	3.431145	3.878825	2.475675	3.308779	3.428274	4.296582	3.814576	3.798245	3.557295	3.915732	2.600131	4.415747	2.62329	2.262452	3.601347	3.067681	2.525143	2.852574	2.367002	3.217112	3.695554	2.676916	3.403513	3.694349	2.90206	2.828056	3.99813	3.695081	2.940331	2.573052	2.84959	3.428186	2.265047	2.241113	3.162865
NFYA	2.994859	2.854263	2.957312	2.697072	2.96455	2.344322	2.719315	3.018301	2.762277	3.020897	3.122371	3.158814	2.756606	2.657744	2.839115	2.882588	2.77263	2.918756	2.862948	3.152651	3.267977	2.826302	2.989436	2.950938	3.271361	2.805163	3.245375	2.895996	2.599683	2.351907	2.805627	2.507604	2.590127	2.503072	2.814858	2.958423	2.761512	2.832445	2.839478	2.818596	2.799026	3.212319	2.799937	2.968614	2.573149	2.698697	2.970669	2.663106	2.749864	2.589099
COCH	1.923413	1.901166	1.928241	1.812535	1.827301	1.782225	1.907646	1.914581	1.879662	1.860972	1.799013	1.872128	1.871917	1.83049	1.833147	1.839849	1.824141	1.860828	1.954829	1.868059	1.839382	1.790875	1.869812	1.841787	1.819279	1.897803	1.926523	1.869925	1.789226	1.792969	1.791955	1.847477	1.809513	1.859263	1.859736	1.891361	1.879929	2.016402	2.000218	1.865117	1.962484	1.885134	1.832188	1.962183	1.801123	1.895587	1.81852	1.854112	1.808545	1.826069
MAP2	2.072529	2.132173	2.179524	2.03628	2.013321	1.886752	2.026781	1.973507	1.962937	2.114676	2.286545	2.285637	1.97414	2.106443	2.400073	2.158786	2.07529	2.052396	2.030008	2.225691	2.17348	2.041875	2.256002	1.997941	3.064476	2.067208	2.422133	1.97767	2.077472	1.941315	2.048955	1.920618	1.884236	2.029234	3.300507	2.259912	2.011393	2.279944	2.153551	2.014649	2.102888	2.298601	1.996153	2.070677	1.866903	2.096784	2.96722	2.020454	2.039877	1.931255
SOX12	2.313915	2.722668	2.557699	2.661918	1.939616	2.243443	2.372607	1.902417	2.139153	2.544491	2.39958	2.16172	2.963192	2.609284	2.432516	2.19812	2.143777	2.444993	2.249803	2.658885	2.115421	2.331916	2.770575	2.360297	2.720781	2.585989	2.336609	2.326512	2.330577	2.542324	2.407548	2.417536	2.423183	2.288737	3.106615	2.364697	2.673621	2.777555	1.949891	2.783973	2.993867	2.288046	2.457473	2.753804	2.479373	2.720828	2.935662	2.425313	2.240778	2.089436
SNAI2	2.780889	3.482135	3.514872	2.984643	3.963154	2.627683	3.406323	2.8661	4.142731	3.556229	3.465573	3.615445	3.732353	3.68596	3.156481	3.161034	3.158891	3.562284	3.760359	3.103917	3.215992	3.904702	3.740031	2.989029	3.695459	3.110016	4.551136	3.188408	2.641091	3.567781	3.205706	2.80711	3.020163	3.204975	4.273365	3.294009	2.848106	3.105442	4.039134	3.734719	2.900363	3.511604	3.53921	3.684753	3.294958	3.585444	3.655753	2.912288	3.09694	2.679594
MYL6	6.689389	6.655385	6.43907	6.698279	6.518904	6.89896	6.466235	6.619388	6.627567	6.980316	7.23501	6.576039	7.158803	6.485292	6.54035	6.816387	6.590201	6.358115	6.668152	6.997873	6.946145	6.673832	6.909119	6.458507	7.088762	6.634297	7.438247	6.531474	6.724638	7.687412	6.428934	6.65818	6.691136	6.614088	6.812461	6.906737	6.994597	6.922212	7.203751	6.900265	6.813893	7.15461	6.523967	6.640971	6.824491	6.703095	6.830969	6.614073	6.771625	6.708505
DMWD	2.965443	2.660971	2.71051	2.653235	2.804634	2.66461	2.673943	2.931821	2.636392	2.985124	3.229351	2.916811	2.876712	2.773352	2.821322	2.711329	2.777041	2.65557	2.682971	2.795692	3.031873	2.758268	2.901945	2.674497	2.986889	2.593926	3.211415	2.737428	2.686934	2.96195	2.76774	2.702831	2.807661	2.640649	2.914608	2.920039	2.60719	2.819117	3.051201	2.596318	2.611487	3.001297	2.648435	2.925805	2.996146	2.785148	2.840688	2.594542	2.567332	2.758709
EEF1E1	2.845039	2.506081	2.769177	2.794199	3.219807	2.864121	2.837693	3.469671	2.946787	3.181699	3.355789	2.954472	3.085948	2.709212	2.900914	3.050071	2.655792	2.456516	2.375188	3.044506	3.922039	2.878611	2.895642	2.9282	3.20192	2.590293	3.294929	2.573941	2.554015	3.007698	2.989658	2.737314	2.755414	2.71217	2.622919	2.88618	3.114283	2.848497	3.197726	2.750569	2.33823	3.139748	2.644221	2.825035	2.535348	2.680099	2.875082	2.839604	2.637606	2.896154
ABHD3	5.100372	5.2551	5.098791	5.102483	5.642825	4.38315	5.155286	4.998023	5.070769	5.381064	5.319369	5.338949	5.354406	5.06082	5.329624	5.574255	5.267796	5.034148	4.937332	5.171435	5.698714	5.297408	5.127629	5.213094	5.520742	5.012256	5.494934	5.47958	4.962185	4.898984	5.013504	5.214054	4.923474	4.929112	5.483948	5.542773	5.225056	5.446941	5.372831	5.092061	5.142312	5.274695	5.017242	5.222159	4.650039	5.101282	5.428816	5.07173	5.00191	5.082483
BUB1	1.71225	1.69505	1.709244	1.705581	1.708657	1.639657	1.674084	1.644477	1.921643	1.670873	1.747017	1.674449	1.737865	1.66453	1.699743	1.70109	1.670378	1.661189	1.712723	1.744992	1.656127	1.663437	1.702594	1.686478	1.901531	1.759692	1.746664	1.708895	1.659999	1.670973	1.670817	1.660962	1.645302	1.655422	1.760579	1.675612	1.716723	1.737072	1.656148	1.757608	1.776724	1.795121	1.638046	1.695472	1.642309	1.669712	1.915377	1.754253	1.644013	1.673722
CYB5R1	4.564246	4.826142	4.773238	4.727186	4.503067	4.387659	4.822386	4.028391	4.365976	4.918315	5.239317	4.688653	4.566549	4.981186	4.686198	4.545862	4.562117	4.757943	4.647941	5.041845	4.427465	4.702767	4.8679	4.290067	4.832641	4.503125	4.807497	4.72573	4.848387	4.964783	4.620237	4.880686	4.751902	4.83945	4.896047	4.376038	4.990876	5.007556	4.872861	4.811977	4.84555	4.702151	4.542487	4.723095	5.258201	4.786683	5.046397	4.533149	4.896975	4.788058
ABHD11	3.970027	3.411536	3.504859	3.923848	3.622358	4.129256	3.615062	4.093684	3.592298	4.629066	4.346173	4.070192	3.999669	3.37009	3.853527	3.97777	3.866513	3.570394	3.682033	4.0144	4.754929	3.94294	3.659	3.825109	4.610514	3.573319	4.754297	3.461161	3.589402	4.34159	3.79437	3.879521	3.92596	3.661402	4.106081	4.079078	3.676096	3.854307	4.211929	3.589806	3.709396	4.33306	3.90967	3.743915	3.759274	3.691316	4.006207	3.9069	3.698765	3.574895
SETDB1	2.949397	2.913209	2.959575	2.876691	2.770954	2.503465	3.058726	2.757206	2.738459	3.053491	3.239159	3.096003	2.721859	2.80786	3.23614	2.932857	2.814024	3.128426	2.821292	3.178701	2.905357	2.785411	2.98347	2.801436	2.981319	2.87611	3.021992	3.102454	2.93527	2.506831	2.817602	2.846743	2.717043	2.959651	3.005417	2.690546	2.740384	2.97091	2.714243	2.940532	3.102541	3.229744	2.64513	3.075771	2.701798	2.973187	3.092855	2.818312	2.755699	2.686004
